Target_Role,Job Title,Company,Job URL,Required_Degree,Extracted_Skills
Site Reliability Engineer,Junior Site Reliability Engineer Associate,99x,https://rooster.jobs/sl-jobs/site-reliability-engineer-386357,BSc in Information Technology,"['Prometheus', 'Bash', 'Docker', 'Automation']"
Site Reliability Engineer,Site Reliability Engineer,HNB,https://rooster.jobs/sl-jobs/site-reliability-engineer-985387,BSc in Information Technology,"['Prometheus', 'Docker', 'Kubernetes', 'AWS', 'Linux', 'Automation', 'Incident Management', 'Bash']"
Site Reliability Engineer,Site Reliability Engineer,Octave (John Keells Group),https://topjobs.lk/sl-jobs/site-reliability-engineer-341316,BSc in Information Technology,"['Automation', 'Python', 'Terraform', 'Prometheus', 'Incident Management', 'AWS', 'Grafana', 'Linux']"
Site Reliability Engineer,Enterprise Site Reliability Engineer Architect,Commercial Bank,https://linkedin.com/jobs/sl-jobs/site-reliability-engineer-617904,BSc (Hons) in Computer Science,"['CI/CD', 'Troubleshooting', 'Prometheus', 'Docker', 'Bash']"
Site Reliability Engineer,Site Reliability Engineer Analyst,Sampath Bank,https://topjobs.lk/sl-jobs/site-reliability-engineer-124909,BSc (Hons) in Computer Science,"['Linux', 'Incident Management', 'AWS', 'Python', 'Prometheus', 'Docker', 'Kubernetes']"
Site Reliability Engineer,Associate Site Reliability Engineer,Sysco LABS,https://rooster.jobs/sl-jobs/site-reliability-engineer-139080,BSc in Information Technology,"['Troubleshooting', 'Kubernetes', 'Linux', 'Grafana']"
Site Reliability Engineer,Site Reliability Engineer Analyst,Sysco LABS,https://topjobs.lk/sl-jobs/site-reliability-engineer-876234,Not Specified / Equivalent Experience,"['Automation', 'Python', 'Terraform', 'Grafana', 'Linux', 'Incident Management', 'Kubernetes']"
Site Reliability Engineer,Site Reliability Engineer Consultant,Brandix,https://topjobs.lk/sl-jobs/site-reliability-engineer-566868,BSc in Computer Networking / Cloud Computing,"['CI/CD', 'Kubernetes', 'Grafana', 'AWS', 'Incident Management']"
Site Reliability Engineer,Senior Site Reliability Engineer Specialist,SLT-Mobitel,https://topjobs.lk/sl-jobs/site-reliability-engineer-325848,BSc in Information Technology,"['Troubleshooting', 'Grafana', 'AWS', 'Docker', 'Bash', 'Python', 'Kubernetes', 'Incident Management']"
Site Reliability Engineer,Site Reliability Engineer,HNB,https://rooster.jobs/sl-jobs/site-reliability-engineer-315134,Not Specified / Equivalent Experience,"['Incident Management', 'Bash', 'Terraform', 'Grafana', 'Troubleshooting', 'Python', 'AWS']"
Site Reliability Engineer,Principal Site Reliability Engineer Developer,Creative Software,https://linkedin.com/jobs/sl-jobs/site-reliability-engineer-599754,BSc (Hons) in Computer Science,"['Kubernetes', 'Bash', 'Linux', 'Prometheus', 'Incident Management', 'Troubleshooting']"
Site Reliability Engineer,Lead Site Reliability Engineer Engineer,John Keells IT,https://topjobs.lk/sl-jobs/site-reliability-engineer-588060,BSc in Computer Networking / Cloud Computing,"['CI/CD', 'Docker', 'Troubleshooting', 'Kubernetes', 'Linux', 'Grafana', 'Terraform']"
Site Reliability Engineer,Junior Site Reliability Engineer Associate,WSO2,https://topjobs.lk/sl-jobs/site-reliability-engineer-772184,BSc in Information Technology,"['Bash', 'Automation', 'Incident Management', 'CI/CD', 'Python', 'Docker', 'Prometheus', 'Troubleshooting']"
Site Reliability Engineer,Site Reliability Engineer Consultant,Sysco LABS,https://topjobs.lk/sl-jobs/site-reliability-engineer-290502,BSc in Information Technology,"['Terraform', 'Linux', 'Bash', 'Troubleshooting']"
Site Reliability Engineer,Associate Site Reliability Engineer,SLT-Mobitel,https://rooster.jobs/sl-jobs/site-reliability-engineer-617724,BSc in Computer Networking / Cloud Computing,"['Docker', 'Kubernetes', 'Python', 'Incident Management', 'Grafana', 'Troubleshooting', 'Prometheus']"
Site Reliability Engineer,Site Reliability Engineer Consultant,Commercial Bank,https://topjobs.lk/sl-jobs/site-reliability-engineer-852940,BSc in Computer Networking / Cloud Computing,"['Linux', 'Prometheus', 'CI/CD', 'Incident Management', 'Automation']"
Site Reliability Engineer,Lead Site Reliability Engineer Engineer,Brandix,https://rooster.jobs/sl-jobs/site-reliability-engineer-119215,BSc in Computer Networking / Cloud Computing,"['Linux', 'CI/CD', 'Kubernetes', 'Terraform', 'Docker', 'Automation', 'Bash']"
Site Reliability Engineer,Enterprise Site Reliability Engineer Architect,MillenniumIT ESP,https://topjobs.lk/sl-jobs/site-reliability-engineer-211629,BSc in Computer Networking / Cloud Computing,"['Automation', 'Python', 'Linux', 'Kubernetes', 'Troubleshooting', 'Prometheus', 'Incident Management', 'CI/CD']"
Site Reliability Engineer,Senior Site Reliability Engineer Specialist,Sysco LABS,https://rooster.jobs/sl-jobs/site-reliability-engineer-934019,BSc in Information Technology,"['Prometheus', 'Incident Management', 'Grafana', 'CI/CD', 'AWS']"
Site Reliability Engineer,Lead Site Reliability Engineer Engineer,Sysco LABS,https://topjobs.lk/sl-jobs/site-reliability-engineer-338014,BSc in Computer Networking / Cloud Computing,"['Prometheus', 'Linux', 'Grafana', 'Kubernetes', 'Incident Management', 'Automation', 'Docker']"
Site Reliability Engineer,Site Reliability Engineer Consultant,MAS Holdings,https://rooster.jobs/sl-jobs/site-reliability-engineer-458409,BSc in Computer Networking / Cloud Computing,"['Grafana', 'CI/CD', 'Prometheus', 'Incident Management', 'Kubernetes']"
Game Developer,Junior Game Developer Associate,99x,https://linkedin.com/jobs/sl-jobs/game-developer-619773,Not Specified / Equivalent Experience,"['C++', 'Unreal Engine', 'Shader Programming', 'Unity', 'Physics Engine', 'Game Design']"
Game Developer,Enterprise Game Developer Architect,MAS Holdings,https://topjobs.lk/sl-jobs/game-developer-601691,Not Specified / Equivalent Experience,"['3D Modeling', 'Unity', 'Shader Programming', 'C++']"
Game Developer,Game Developer,Creative Software,https://topjobs.lk/sl-jobs/game-developer-699093,BSc (Hons) in Software Engineering,"['Git', '3D Modeling', 'Game Design', 'Shader Programming', 'Animation', 'C#', 'Unity']"
Game Developer,Senior Game Developer Specialist,Sysco LABS,https://rooster.jobs/sl-jobs/game-developer-552873,BSc (Hons) in Computer Science,"['C#', 'Physics Engine', 'C++', 'Unity', 'Animation', 'Game Design', '3D Modeling', 'Shader Programming']"
Game Developer,Game Developer,MillenniumIT ESP,https://rooster.jobs/sl-jobs/game-developer-218500,BSc (Hons) in Computer Science,"['Game Design', 'C++', 'Animation', '3D Modeling', 'Unity', 'Physics Engine']"
Game Developer,Senior Game Developer Specialist,Hatton National Bank,https://rooster.jobs/sl-jobs/game-developer-118887,Not Specified / Equivalent Experience,"['Git', 'C#', 'Game Design', 'Unity', 'C++', 'Animation', '3D Modeling']"
Game Developer,Junior Game Developer Associate,Sampath Bank,https://topjobs.lk/sl-jobs/game-developer-121213,Not Specified / Equivalent Experience,"['3D Modeling', 'Shader Programming', 'C++', 'Game Design', 'Animation', 'Git']"
Game Developer,Lead Game Developer Engineer,HNB,https://linkedin.com/jobs/sl-jobs/game-developer-565678,Not Specified / Equivalent Experience,"['Unreal Engine', 'Git', 'Shader Programming', 'Physics Engine']"
Game Developer,Principal Game Developer Developer,LSEG,https://topjobs.lk/sl-jobs/game-developer-804834,Not Specified / Equivalent Experience,"['Unreal Engine', 'Game Design', '3D Modeling', 'Unity', 'Physics Engine', 'Shader Programming', 'C#', 'Git']"
Game Developer,Associate Game Developer,SLT-Mobitel,https://topjobs.lk/sl-jobs/game-developer-517701,BSc (Hons) in Computer Science,"['C++', 'Unity', '3D Modeling', 'Animation', 'Git', 'Physics Engine', 'C#', 'Unreal Engine']"
Game Developer,Senior Game Developer Specialist,Sampath Bank,https://linkedin.com/jobs/sl-jobs/game-developer-790961,BSc (Hons) in Software Engineering,"['Shader Programming', 'Game Design', '3D Modeling', 'Git']"
Game Developer,Senior Game Developer Specialist,Mitra Innovation,https://rooster.jobs/sl-jobs/game-developer-854536,BSc (Hons) in Software Engineering,"['3D Modeling', 'Git', 'Unity', 'Shader Programming', 'Unreal Engine', 'C#']"
Game Developer,Lead Game Developer Engineer,Dialog Axiata,https://rooster.jobs/sl-jobs/game-developer-173708,Not Specified / Equivalent Experience,"['Shader Programming', 'C++', 'Animation', 'C#', 'Unity', 'Git', '3D Modeling', 'Physics Engine']"
Game Developer,Game Developer Analyst,Brandix,https://topjobs.lk/sl-jobs/game-developer-371532,BSc (Hons) in Computer Science,"['Unreal Engine', 'Animation', 'Git', 'Unity', 'C#', '3D Modeling', 'Physics Engine', 'C++']"
Game Developer,Enterprise Game Developer Architect,WSO2,https://linkedin.com/jobs/sl-jobs/game-developer-328705,Not Specified / Equivalent Experience,"['Animation', 'Unity', 'Physics Engine', 'Shader Programming', '3D Modeling', 'Game Design']"
Game Developer,Game Developer Consultant,Brandix,https://linkedin.com/jobs/sl-jobs/game-developer-510144,BSc (Hons) in Computer Science,"['Shader Programming', 'Git', 'C++', 'Unity', '3D Modeling', 'Animation', 'C#']"
Game Developer,Game Developer,Dialog Axiata,https://rooster.jobs/sl-jobs/game-developer-853963,BSc (Hons) in Computer Science,"['Shader Programming', '3D Modeling', 'Git', 'C++', 'Physics Engine', 'Unreal Engine', 'Unity']"
Game Developer,Enterprise Game Developer Architect,Commercial Bank,https://linkedin.com/jobs/sl-jobs/game-developer-712302,BSc (Hons) in Computer Science,"['Game Design', 'Unity', 'Animation', 'Physics Engine', 'C++']"
Game Developer,Associate Game Developer,HCL Tech Sri Lanka,https://topjobs.lk/sl-jobs/game-developer-148311,Not Specified / Equivalent Experience,"['Unity', 'Animation', 'C++', 'Unreal Engine', 'Game Design', 'Physics Engine']"
Game Developer,Principal Game Developer Developer,Sampath Bank,https://linkedin.com/jobs/sl-jobs/game-developer-631962,BSc (Hons) in Computer Science,"['Animation', '3D Modeling', 'C#', 'Unreal Engine', 'C++', 'Git', 'Unity']"
Game Developer,Principal Game Developer Developer,Sysco LABS,https://linkedin.com/jobs/sl-jobs/game-developer-603059,Not Specified / Equivalent Experience,"['Game Design', 'C#', 'C++', '3D Modeling', 'Unity']"
Game Developer,Junior Game Developer Associate,CodeGen,https://rooster.jobs/sl-jobs/game-developer-587666,BSc (Hons) in Computer Science,"['3D Modeling', 'Animation', 'Shader Programming', 'Physics Engine', 'Unity', 'C#']"
Game Developer,Lead Game Developer Engineer,MAS Holdings,https://topjobs.lk/sl-jobs/game-developer-808791,Not Specified / Equivalent Experience,"['Animation', 'Git', 'Shader Programming', 'Unreal Engine', 'Physics Engine', 'Unity', 'C++', 'C#']"
Game Developer,Enterprise Game Developer Architect,Pearson Lanka,https://rooster.jobs/sl-jobs/game-developer-554002,BSc (Hons) in Software Engineering,"['C++', 'C#', 'Game Design', '3D Modeling', 'Unity', 'Unreal Engine', 'Shader Programming']"
Game Developer,Game Developer Analyst,HNB,https://linkedin.com/jobs/sl-jobs/game-developer-535890,BSc (Hons) in Computer Science,"['Shader Programming', 'Physics Engine', 'Git', '3D Modeling']"
Game Developer,Associate Game Developer,99x,https://topjobs.lk/sl-jobs/game-developer-451036,Not Specified / Equivalent Experience,"['Game Design', 'Unity', 'C#', 'Shader Programming']"
Game Developer,Principal Game Developer Developer,CodeGen,https://topjobs.lk/sl-jobs/game-developer-250079,BSc (Hons) in Computer Science,"['Unreal Engine', 'Physics Engine', 'C#', 'Animation', 'Unity', 'Game Design', 'Shader Programming', '3D Modeling']"
Game Developer,Principal Game Developer Developer,SLT-Mobitel,https://rooster.jobs/sl-jobs/game-developer-183424,BSc (Hons) in Software Engineering,"['Physics Engine', 'C++', 'Animation', 'Git', 'C#', 'Game Design', 'Unreal Engine', '3D Modeling']"
Game Developer,Junior Game Developer Associate,99x,https://rooster.jobs/sl-jobs/game-developer-704299,BSc (Hons) in Software Engineering,"['3D Modeling', 'Unreal Engine', 'Shader Programming', 'C++', 'Game Design', 'Animation']"
Game Developer,Game Developer,HNB,https://linkedin.com/jobs/sl-jobs/game-developer-483153,BSc (Hons) in Software Engineering,"['Unreal Engine', 'Game Design', 'C++', 'Physics Engine', 'Animation', 'Unity', 'C#']"
Game Developer,Enterprise Game Developer Architect,HNB,https://topjobs.lk/sl-jobs/game-developer-177230,BSc (Hons) in Software Engineering,"['Physics Engine', 'C#', 'Game Design', '3D Modeling']"
Game Developer,Senior Game Developer Specialist,IFS,https://linkedin.com/jobs/sl-jobs/game-developer-510917,Not Specified / Equivalent Experience,"['C#', 'Git', 'Physics Engine', 'Unity', 'Game Design', '3D Modeling', 'Shader Programming', 'C++']"
Game Developer,Game Developer Consultant,Sampath Bank,https://rooster.jobs/sl-jobs/game-developer-521662,BSc (Hons) in Computer Science,"['3D Modeling', 'C#', 'Unity', 'Unreal Engine', 'Game Design', 'Git', 'C++', 'Shader Programming']"
Game Developer,Game Developer Consultant,Dialog Axiata,https://topjobs.lk/sl-jobs/game-developer-346014,BSc (Hons) in Software Engineering,"['Animation', 'Physics Engine', 'Unity', 'Game Design', 'Shader Programming', '3D Modeling']"
Game Developer,Game Developer Analyst,Pearson Lanka,https://linkedin.com/jobs/sl-jobs/game-developer-951500,BSc (Hons) in Computer Science,"['Shader Programming', 'Unreal Engine', 'C#', '3D Modeling', 'Physics Engine']"
Game Developer,Associate Game Developer,SLT-Mobitel,https://linkedin.com/jobs/sl-jobs/game-developer-562638,BSc (Hons) in Computer Science,"['Game Design', 'Unity', 'C++', 'Shader Programming', 'C#']"
Game Developer,Game Developer,IFS,https://linkedin.com/jobs/sl-jobs/game-developer-590597,Not Specified / Equivalent Experience,"['Unity', 'Git', 'Physics Engine', 'Animation', 'Shader Programming', 'Unreal Engine', 'Game Design']"
Game Developer,Game Developer Analyst,SLT-Mobitel,https://topjobs.lk/sl-jobs/game-developer-894647,Not Specified / Equivalent Experience,"['3D Modeling', 'Git', 'Physics Engine', 'C#', 'Unreal Engine', 'Animation', 'C++']"
Database Administrator,Lead Database Administrator Engineer,Dialog Axiata,https://rooster.jobs/sl-jobs/database-administrator-139278,BSc in Information Technology,"['MySQL', 'PostgreSQL', 'SQL Server', 'Disaster Recovery', 'Performance Tuning', 'High Availability', 'Linux', 'Replication']"
Database Administrator,Junior Database Administrator Associate,HNB,https://rooster.jobs/sl-jobs/database-administrator-921826,BSc in Information Technology,"['Database Administration', 'MySQL', 'SQL Server', 'PostgreSQL', 'Disaster Recovery', 'Oracle']"
Database Administrator,Principal Database Administrator Developer,Octave (John Keells Group),https://topjobs.lk/sl-jobs/database-administrator-624413,BSc (Hons) in Computer Science,"['Backup & Recovery', 'Replication', 'PostgreSQL', 'MySQL', 'Performance Tuning', 'High Availability', 'SQL Server']"
Database Administrator,Enterprise Database Administrator Architect,Virtusa,https://topjobs.lk/sl-jobs/database-administrator-915526,BSc in Information Technology,"['Replication', 'Backup & Recovery', 'PostgreSQL', 'High Availability', 'MySQL', 'SQL Server', 'Database Administration']"
Database Administrator,Senior Database Administrator Specialist,MillenniumIT ESP,https://rooster.jobs/sl-jobs/database-administrator-151874,BSc (Hons) in Software Engineering,"['Linux', 'Oracle', 'Backup & Recovery', 'High Availability', 'Database Administration', 'PostgreSQL', 'Performance Tuning', 'SQL Server']"
Database Administrator,Database Administrator Analyst,Axiata Digital Labs,https://rooster.jobs/sl-jobs/database-administrator-990969,BSc (Hons) in Computer Science,"['High Availability', 'Linux', 'SQL Server', 'Disaster Recovery', 'Oracle']"
Database Administrator,Database Administrator Analyst,Brandix,https://rooster.jobs/sl-jobs/database-administrator-740260,BSc in Information Technology,"['SQL Server', 'Replication', 'MySQL', 'Linux', 'Oracle']"
Database Administrator,Principal Database Administrator Developer,Virtusa,https://topjobs.lk/sl-jobs/database-administrator-824195,BSc in Information Technology,"['Performance Tuning', 'Backup & Recovery', 'Disaster Recovery', 'Replication', 'SQL']"
Database Administrator,Database Administrator Consultant,John Keells IT,https://rooster.jobs/sl-jobs/database-administrator-471813,BSc in Information Technology,"['Performance Tuning', 'Database Administration', 'Oracle', 'MySQL', 'Linux', 'SQL', 'Backup & Recovery']"
Database Administrator,Lead Database Administrator Engineer,WSO2,https://rooster.jobs/sl-jobs/database-administrator-128264,BSc (Hons) in Software Engineering,"['Disaster Recovery', 'PostgreSQL', 'SQL', 'Linux', 'Backup & Recovery', 'Oracle']"
Database Administrator,Associate Database Administrator,MillenniumIT ESP,https://rooster.jobs/sl-jobs/database-administrator-647902,BSc (Hons) in Software Engineering,"['MySQL', 'SQL Server', 'Oracle', 'High Availability', 'Disaster Recovery']"
Database Administrator,Database Administrator,IFS,https://rooster.jobs/sl-jobs/database-administrator-349615,BSc (Hons) in Computer Science,"['Performance Tuning', 'MySQL', 'Disaster Recovery', 'SQL Server', 'High Availability', 'PostgreSQL', 'Linux', 'Replication']"
Database Administrator,Junior Database Administrator Associate,MillenniumIT ESP,https://rooster.jobs/sl-jobs/database-administrator-533464,BSc in Information Technology,"['PostgreSQL', 'Disaster Recovery', 'Performance Tuning', 'Replication']"
Database Administrator,Database Administrator Analyst,Sysco LABS,https://topjobs.lk/sl-jobs/database-administrator-179368,BSc (Hons) in Software Engineering,"['Replication', 'PostgreSQL', 'Database Administration', 'Oracle', 'Linux', 'High Availability']"
Database Administrator,Senior Database Administrator Specialist,HNB,https://rooster.jobs/sl-jobs/database-administrator-872152,BSc (Hons) in Software Engineering,"['Linux', 'SQL Server', 'High Availability', 'Performance Tuning', 'Backup & Recovery']"
Database Administrator,Enterprise Database Administrator Architect,Creative Software,https://topjobs.lk/sl-jobs/database-administrator-141526,BSc (Hons) in Computer Science,"['High Availability', 'Backup & Recovery', 'MySQL', 'SQL', 'SQL Server', 'Performance Tuning', 'Linux']"
Database Administrator,Enterprise Database Administrator Architect,MAS Holdings,https://topjobs.lk/sl-jobs/database-administrator-520686,BSc (Hons) in Computer Science,"['High Availability', 'Database Administration', 'Oracle', 'Backup & Recovery', 'Disaster Recovery', 'SQL Server', 'Linux']"
Database Administrator,Lead Database Administrator Engineer,Virtusa,https://linkedin.com/jobs/sl-jobs/database-administrator-643882,Not Specified / Equivalent Experience,"['SQL', 'High Availability', 'Disaster Recovery', 'PostgreSQL', 'Backup & Recovery', 'Oracle', 'MySQL', 'SQL Server']"
Database Administrator,Associate Database Administrator,John Keells IT,https://topjobs.lk/sl-jobs/database-administrator-325901,BSc (Hons) in Software Engineering,"['Linux', 'Database Administration', 'SQL', 'SQL Server']"
Database Administrator,Database Administrator Analyst,HNB,https://rooster.jobs/sl-jobs/database-administrator-981191,BSc (Hons) in Computer Science,"['Replication', 'Disaster Recovery', 'Database Administration', 'PostgreSQL']"
Database Administrator,Database Administrator Consultant,Sysco LABS,https://topjobs.lk/sl-jobs/database-administrator-128408,BSc (Hons) in Computer Science,"['Backup & Recovery', 'SQL', 'Database Administration', 'MySQL']"
Database Administrator,Database Administrator,CodeGen,https://topjobs.lk/sl-jobs/database-administrator-952995,BSc (Hons) in Computer Science,"['MySQL', 'SQL', 'SQL Server', 'Oracle', 'Disaster Recovery', 'Database Administration', 'Backup & Recovery']"
Database Administrator,Enterprise Database Administrator Architect,Sysco LABS,https://topjobs.lk/sl-jobs/database-administrator-804516,BSc (Hons) in Computer Science,"['Performance Tuning', 'MySQL', 'SQL', 'PostgreSQL']"
Database Administrator,Enterprise Database Administrator Architect,HCL Tech Sri Lanka,https://linkedin.com/jobs/sl-jobs/database-administrator-763792,BSc (Hons) in Software Engineering,"['SQL Server', 'SQL', 'Performance Tuning', 'Oracle']"
Database Administrator,Lead Database Administrator Engineer,HCL Tech Sri Lanka,https://topjobs.lk/sl-jobs/database-administrator-322587,BSc in Information Technology,"['Replication', 'Performance Tuning', 'SQL Server', 'Backup & Recovery', 'MySQL']"
Database Administrator,Lead Database Administrator Engineer,Commercial Bank,https://rooster.jobs/sl-jobs/database-administrator-978981,BSc (Hons) in Computer Science,"['SQL', 'Oracle', 'Performance Tuning', 'Backup & Recovery', 'Linux']"
Database Administrator,Associate Database Administrator,Sysco LABS,https://rooster.jobs/sl-jobs/database-administrator-221673,BSc (Hons) in Software Engineering,"['Oracle', 'High Availability', 'Linux', 'SQL', 'SQL Server', 'Disaster Recovery', 'Database Administration']"
Database Administrator,Database Administrator Consultant,WSO2,https://linkedin.com/jobs/sl-jobs/database-administrator-734753,Not Specified / Equivalent Experience,"['Oracle', 'Linux', 'SQL Server', 'Database Administration', 'Backup & Recovery', 'Replication', 'SQL']"
Database Administrator,Enterprise Database Administrator Architect,Hatton National Bank,https://rooster.jobs/sl-jobs/database-administrator-716127,BSc (Hons) in Computer Science,"['Disaster Recovery', 'SQL Server', 'MySQL', 'Replication', 'PostgreSQL']"
Database Administrator,Junior Database Administrator Associate,Pearson Lanka,https://topjobs.lk/sl-jobs/database-administrator-258901,BSc (Hons) in Software Engineering,"['High Availability', 'Linux', 'Oracle', 'Disaster Recovery']"
Database Administrator,Database Administrator Analyst,John Keells IT,https://topjobs.lk/sl-jobs/database-administrator-588065,BSc in Information Technology,"['MySQL', 'PostgreSQL', 'Disaster Recovery', 'High Availability', 'Database Administration']"
Database Administrator,Database Administrator Consultant,John Keells IT,https://topjobs.lk/sl-jobs/database-administrator-792578,BSc (Hons) in Software Engineering,"['Database Administration', 'PostgreSQL', 'SQL', 'High Availability', 'Linux', 'SQL Server']"
Database Administrator,Associate Database Administrator,HNB,https://topjobs.lk/sl-jobs/database-administrator-913455,BSc (Hons) in Computer Science,"['Performance Tuning', 'MySQL', 'Disaster Recovery', 'High Availability', 'SQL', 'Database Administration', 'Oracle']"
Database Administrator,Database Administrator Analyst,Creative Software,https://rooster.jobs/sl-jobs/database-administrator-146425,BSc in Information Technology,"['SQL', 'MySQL', 'High Availability', 'SQL Server', 'Disaster Recovery', 'PostgreSQL']"
Database Administrator,Lead Database Administrator Engineer,LSEG,https://topjobs.lk/sl-jobs/database-administrator-529004,BSc (Hons) in Software Engineering,"['Performance Tuning', 'High Availability', 'Database Administration', 'Disaster Recovery', 'Linux']"
Database Administrator,Associate Database Administrator,Dialog Axiata,https://linkedin.com/jobs/sl-jobs/database-administrator-819863,BSc (Hons) in Software Engineering,"['Database Administration', 'Linux', 'MySQL', 'PostgreSQL']"
Database Administrator,Enterprise Database Administrator Architect,Creative Software,https://linkedin.com/jobs/sl-jobs/database-administrator-635053,BSc in Information Technology,"['SQL', 'PostgreSQL', 'Database Administration', 'Oracle', 'Disaster Recovery', 'Replication', 'MySQL', 'Linux']"
Database Administrator,Database Administrator Consultant,SLT-Mobitel,https://linkedin.com/jobs/sl-jobs/database-administrator-760284,BSc (Hons) in Software Engineering,"['PostgreSQL', 'High Availability', 'Performance Tuning', 'Oracle', 'Backup & Recovery', 'Database Administration', 'MySQL', 'SQL']"
Tech Lead,Principal Tech Lead Developer,HNB,https://rooster.jobs/sl-jobs/tech-lead-954760,BSc (Hons) in Computer Science,"['Architecture', 'Mentoring', 'Code Review', 'Python']"
Tech Lead,Lead Tech Lead Engineer,CodeGen,https://topjobs.lk/sl-jobs/tech-lead-254683,BSc (Hons) in Software Engineering,"['Agile', 'Mentoring', 'Architecture', 'Leadership', 'Microservices', 'Scrum', 'Stakeholder Management']"
Tech Lead,Senior Tech Lead Specialist,99x,https://linkedin.com/jobs/sl-jobs/tech-lead-676052,Not Specified / Equivalent Experience,"['System Design', 'Leadership', 'Architecture', 'Code Review', 'Stakeholder Management', 'Java', 'CI/CD', 'Microservices']"
Tech Lead,Tech Lead Consultant,Octave (John Keells Group),https://topjobs.lk/sl-jobs/tech-lead-334459,Not Specified / Equivalent Experience,"['Agile', 'System Design', 'Microservices', 'Mentoring', 'Stakeholder Management', 'Python', 'Code Review']"
Tech Lead,Lead Tech Lead Engineer,Creative Software,https://topjobs.lk/sl-jobs/tech-lead-203140,Master's in Business Administration (MBA),"['Python', 'Leadership', 'Java', 'System Design', 'Agile', 'Architecture', 'CI/CD']"
Tech Lead,Tech Lead,99x,https://rooster.jobs/sl-jobs/tech-lead-723305,BSc (Hons) in Computer Science,"['Mentoring', 'Agile', 'Stakeholder Management', 'Java', 'Architecture', 'TypeScript', 'CI/CD']"
Tech Lead,Senior Tech Lead Specialist,Virtusa,https://topjobs.lk/sl-jobs/tech-lead-283468,Master's in Business Administration (MBA),"['System Design', 'Microservices', 'Stakeholder Management', 'Code Review', 'Leadership', 'TypeScript', 'CI/CD']"
Tech Lead,Tech Lead Analyst,MAS Holdings,https://linkedin.com/jobs/sl-jobs/tech-lead-167793,Master's in Business Administration (MBA),"['CI/CD', 'Scrum', 'TypeScript', 'System Design', 'Microservices']"
Tech Lead,Tech Lead,99x,https://rooster.jobs/sl-jobs/tech-lead-519817,Master's in Business Administration (MBA),"['TypeScript', 'Scrum', 'Architecture', 'Leadership', 'System Design', 'Agile', 'CI/CD']"
Tech Lead,Enterprise Tech Lead Architect,Creative Software,https://linkedin.com/jobs/sl-jobs/tech-lead-357864,BSc (Hons) in Computer Science,"['CI/CD', 'Microservices', 'Leadership', 'TypeScript', 'Architecture', 'Code Review', 'System Design', 'Scrum']"
Tech Lead,Senior Tech Lead Specialist,SLT-Mobitel,https://linkedin.com/jobs/sl-jobs/tech-lead-489228,Master's in Business Administration (MBA),"['Code Review', 'Microservices', 'Python', 'Architecture']"
Tech Lead,Lead Tech Lead Engineer,Brandix,https://rooster.jobs/sl-jobs/tech-lead-716283,Master's in Business Administration (MBA),"['CI/CD', 'Leadership', 'Stakeholder Management', 'Python', 'System Design', 'TypeScript', 'Agile']"
Tech Lead,Enterprise Tech Lead Architect,Dialog Axiata,https://linkedin.com/jobs/sl-jobs/tech-lead-552428,Master's in Business Administration (MBA),"['Stakeholder Management', 'Java', 'System Design', 'Agile', 'Microservices']"
Tech Lead,Senior Tech Lead Specialist,SLT-Mobitel,https://rooster.jobs/sl-jobs/tech-lead-206885,BSc (Hons) in Software Engineering,"['Architecture', 'Agile', 'Code Review', 'Java', 'TypeScript', 'Python', 'Leadership']"
Tech Lead,Lead Tech Lead Engineer,Sampath Bank,https://rooster.jobs/sl-jobs/tech-lead-224623,Master's in Business Administration (MBA),"['CI/CD', 'Scrum', 'Mentoring', 'Agile', 'Java']"
Tech Lead,Tech Lead,WSO2,https://topjobs.lk/sl-jobs/tech-lead-871345,BSc (Hons) in Software Engineering,"['Microservices', 'Scrum', 'Stakeholder Management', 'System Design', 'Java', 'Architecture']"
Tech Lead,Tech Lead,SLT-Mobitel,https://rooster.jobs/sl-jobs/tech-lead-943046,BSc (Hons) in Computer Science,"['Code Review', 'Agile', 'Python', 'System Design', 'Scrum']"
Tech Lead,Junior Tech Lead Associate,Zone24x7,https://topjobs.lk/sl-jobs/tech-lead-546694,Master's in Business Administration (MBA),"['Microservices', 'Architecture', 'Java', 'Stakeholder Management', 'Python', 'Agile', 'System Design', 'Code Review']"
Tech Lead,Enterprise Tech Lead Architect,IFS,https://topjobs.lk/sl-jobs/tech-lead-616650,Master's in Business Administration (MBA),"['Python', 'System Design', 'Stakeholder Management', 'Scrum', 'CI/CD']"
Tech Lead,Senior Tech Lead Specialist,Mitra Innovation,https://linkedin.com/jobs/sl-jobs/tech-lead-843792,BSc (Hons) in Software Engineering,"['Mentoring', 'Python', 'Agile', 'Scrum', 'System Design']"
Tech Lead,Lead Tech Lead Engineer,Creative Software,https://rooster.jobs/sl-jobs/tech-lead-439377,BSc (Hons) in Computer Science,"['Scrum', 'TypeScript', 'Leadership', 'Mentoring', 'Stakeholder Management', 'Python', 'Microservices', 'Java']"
Tech Lead,Tech Lead Analyst,Virtusa,https://topjobs.lk/sl-jobs/tech-lead-354723,Master's in Business Administration (MBA),"['Code Review', 'Java', 'Leadership', 'Stakeholder Management', 'Python', 'Microservices', 'CI/CD']"
Tech Lead,Lead Tech Lead Engineer,Hatton National Bank,https://rooster.jobs/sl-jobs/tech-lead-290867,Not Specified / Equivalent Experience,"['TypeScript', 'Scrum', 'Microservices', 'Architecture', 'CI/CD']"
